disease,fever,cough,headache,fatigue,nausea,vomiting,diarrhea,abdominal_pain,chest_pain,shortness_of_breath,dizziness,muscle_pain,joint_pain,sore_throat,runny_nose,sneezing,loss_of_taste,loss_of_smell,chills,sweating
Gastroenteritis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gastroenteritis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gastroenteritis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gastroenteritis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gastroenteritis,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Tension Headache,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tension Headache,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hypertension,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Diabetes,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Asthma,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Asthma,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
